Source,Target,Distance_miles
48029110700,48029170101,0.949644536524156
48029110700,48029110100,1.1798129965444977
48029110800,48029110700,0.6958543943676639
48029110800,48029190200,0.7285420075462372
48029110800,48029190100,0.9374561601114167
48029110800,48029110100,1.0713391680396582
48029110800,48029110600,1.2744828340762826
48029111000,48029130700,1.154755572322198
48029111000,48029110800,1.3391190915141014
48029111000,48029192000,1.362657022691625
48029111000,48029190200,1.4185428346763838
48029111000,48029110100,1.499687091006897
48029120501,48029131507,2.9339331776527877
48029120501,48029121203,3.0468337780452903
48029120501,48029130900,3.2001972470556495
48029120501,48029121204,3.338521345625884
48029120501,48029130800,3.641472408703612
48029121203,48029121204,1.2933997733250622
48029121203,48029120501,3.0468337780452903
48029121203,48029121506,3.5611423677892033
48029121203,48029131507,4.684107291267442
48029121203,48029130900,6.1456493558208285
48029121204,48029121203,1.2933997733250622
48029121204,48029120501,3.338521345625884
48029121204,48029121506,4.853062222012822
48029121204,48029131507,5.588814448624301
48029121204,48029192000,5.724874136280849
48029121506,48029121203,3.5611423677892033
48029121506,48029131507,3.8884360100181032
48029121506,48029120501,4.759695989607624
48029121506,48029121204,4.853062222012822
48029121506,48029131506,6.0148031527011865
48029130200,48029130300,0.587653588294558
48029130200,48029110300,0.8178418287068241
48029130200,48029130500,0.9449487662880787
48029130200,48029140100,0.9459167654401011
48029130200,48029130401,0.9483462512896151
48029130300,48029130200,0.587653588294558
48029130300,48029140100,0.7006754798251014
48029130300,48029140400,0.7258673299004158
48029130300,48029130401,0.7717029666335649
48029130300,48029110300,0.954596150183513
48029130401,48029130300,0.7717029666335649
48029130401,48029130500,0.784107525252745
48029130401,48029140500,0.8048087842436557
48029130401,48029130402,0.8499310737719242
48029130401,48029130200,0.9483462512896151
48029130402,48029131100,0.8278599294188626
48029130402,48029130401,0.8499310737719242
48029130402,48029140600,0.901726788238089
48029130402,48029140500,1.0726152869393637
48029130402,48029130500,1.175860115952291
48029130500,48029130401,0.784107525252745
48029130500,48029130200,0.9449487662880787
48029130500,48029130402,1.175860115952291
48029130500,48029130300,1.2222696112803682
48029130500,48029130700,1.3974982211839049
48029130700,48029111000,1.154755572322198
48029130700,48029130500,1.3974982211839049
48029130700,48029130800,1.5752974950400365
48029130700,48029192000,1.7782660022488057
48029130700,48029130200,1.885258389684119
48029130800,48029130900,1.1590391243326958
48029130800,48029130700,1.5752974950400365
48029130800,48029130500,1.7565176645012093
48029130800,48029131100,1.8252872312526818
48029130800,48029130402,2.0057603043064596
48029130900,48029130800,1.1590391243326958
48029130900,48029131506,1.9519539921959799
48029130900,48029131100,2.4500362480172613
48029130900,48029130700,2.5923549949931224
48029130900,48029131200,2.759287030737025
48029131100,48029131200,0.7724469467999464
48029131100,48029130402,0.8278599294188626
48029131100,48029140600,1.3441293036964466
48029131100,48029130401,1.6683475859761283
48029131100,48029130500,1.792623007250248
48029131200,48029131100,0.7724469467999464
48029131200,48029130402,1.4923921113598475
48029131200,48029140600,1.625691866875722
48029131200,48029141200,1.8219832848486148
48029131200,48029141404,2.2233357913716545
48029131401,48029141404,3.1672417054918283
48029131401,48029131200,3.17746867190833
48029131401,48029131100,3.943750744955055
48029131401,48029141200,4.0134499981762435
48029131401,48029131506,4.13125687067322
48029131506,48029130900,1.9519539921959799
48029131506,48029131507,2.1816246584420043
48029131506,48029130800,3.0179935290835016
48029131506,48029131200,3.3871713573076754
48029131506,48029131100,3.526251082890884
48029131507,48029131506,2.1816246584420043
48029131507,48029130900,2.9001412797006707
48029131507,48029120501,2.9339331776527877
48029131507,48029121506,3.8884360100181032
48029131507,48029130800,4.010398473584961
48029140100,48029110300,0.5615555937187326
48029140100,48029130300,0.7006754798251014
48029140100,48029140200,0.7180000248753761
48029140100,48029130200,0.9459167654401011
48029140100,48029140400,0.9536140453398662
48029140200,48029140300,0.6614748834341097
48029140200,48029140100,0.7180000248753761
48029140200,48029140400,0.825510384416892
48029140200,48029130300,1.1353213704109213
48029140200,48029110300,1.2520850130340975
48029140300,48029140200,0.6614748834341097
48029140300,48029140400,1.19023354848328
48029140300,48029140700,1.3591538204272482
48029140300,48029140100,1.3793098962141175
48029140300,48029150800,1.6378946766435512
48029140400,48029130300,0.7258673299004158
48029140400,48029140500,0.7468595605083186
48029140400,48029140700,0.7492701110428481
48029140400,48029140200,0.825510384416892
48029140400,48029140100,0.9536140453398662
48029140500,48029140700,0.7117389434752914
48029140500,48029140600,0.7326009439766519
48029140500,48029140400,0.7468595605083186
48029140500,48029130401,0.8048087842436557
48029140500,48029130300,1.0524246900505012
48029140600,48029140500,0.7326009439766519
48029140600,48029141200,0.8957278244794231
48029140600,48029130402,0.901726788238089
48029140600,48029140700,1.108012092918892
48029140600,48029130401,1.2418552497496367
48029140700,48029140500,0.7117389434752914
48029140700,48029140400,0.7492701110428481
48029140700,48029140600,1.108012092918892
48029140700,48029140200,1.3512692672780342
48029140700,48029140300,1.3591538204272482
48029141200,48029140600,0.8957278244794231
48029141200,48029141404,1.2499189411052032
48029141200,48029140700,1.3842427547898781
48029141200,48029140500,1.4522668323860373
48029141200,48029130402,1.7468743758985856
48029141404,48029141200,1.2499189411052032
48029141404,48029140600,2.091454080586917
48029141404,48029131200,2.2233357913716545
48029141404,48029140700,2.5622539382234124
48029141404,48029131100,2.6826163060514943
48029150800,48029192200,1.3326047964166627
48029150800,48029140300,1.6378946766435512
48029150800,48029140700,1.909072375656533
48029150800,48029140200,2.2502233157720504
48029150800,48029140400,2.3563675787686216
48029151302,48029161000,2.86259438313756
48029151302,48029160901,2.950232058536272
48029151302,48029161100,3.0866657015406203
48029151302,48029160902,3.397317406945489
48029151302,48029150800,3.7520557116802022
48029151900,48029192200,3.8427410692825617
48029151900,48029151302,4.120749780412115
48029151900,48029150800,4.940305629195284
48029151900,48029141404,5.81172335587732
48029151900,48029141200,6.351141527351601
48029160701,48029171501,0.7849440181749526
48029160701,48029160702,1.2359252969189134
48029160701,48029980100,1.2448982691773454
48029160701,48029171602,2.3567788105830134
48029160701,48029171402,2.5847329909302634
48029160702,48029160701,1.2359252969189134
48029160702,48029980100,1.5953259584781485
48029160702,48029160902,1.8445912269845477
48029160702,48029171501,1.9857444607621764
48029160702,48029160901,2.0845301784573445
48029160901,48029160902,0.6729231514766394
48029160901,48029160702,2.0845301784573445
48029160901,48029161000,2.2526731024983686
48029160901,48029980100,2.6697865893754447
48029160901,48029151302,2.950232058536272
48029160902,48029160901,0.6729231514766394
48029160902,48029160702,1.8445912269845477
48029160902,48029161000,2.0230822756101827
48029160902,48029980100,2.0701470339232713
48029160902,48029160701,2.732764752623805
48029161000,48029161100,1.1417344364217639
48029161000,48029161304,1.4302601492408356
48029161000,48029160902,2.0230822756101827
48029161000,48029160901,2.2526731024983686
48029161000,48029161302,2.6122718341082023
48029161100,48029161000,1.1417344364217639
48029161100,48029161304,1.6418450958637612
48029161100,48029161302,2.206687965061388
48029161100,48029151302,3.0866657015406203
48029161100,48029160902,3.1635075263559567
48029161302,48029161304,1.385679079761892
48029161302,48029161501,2.1793283684673277
48029161302,48029161100,2.206687965061388
48029161302,48029161000,2.6122718341082023
48029161302,48029161802,2.762397356682029
48029161304,48029161302,1.385679079761892
48029161304,48029161000,1.4302601492408356
48029161304,48029161501,1.5819439228383005
48029161304,48029161100,1.6418450958637612
48029161304,48029160902,2.7629510051279813
48029161501,48029161304,1.5819439228383005
48029161501,48029161302,2.1793283684673277
48029161501,48029980100,2.2915362184763755
48029161501,48029161000,2.7260729617287
48029161501,48029160902,3.0508771334661504
48029161802,48029980003,2.636224869724568
48029161802,48029161302,2.762397356682029
48029161802,48029161501,3.6758783129647887
48029161802,48029161304,3.945189976200827
48029161802,48029161100,4.951352601794836
48029170101,48029170500,0.8026844828909804
48029170101,48029110700,0.949644536524156
48029170101,48029190100,0.9635824836304703
48029170101,48029110600,1.0198486284298316
48029170101,48029190504,1.4688617579198568
48029170500,48029170101,0.8026844828909804
48029170500,48029190504,1.1801968231857884
48029170500,48029190100,1.220515996985067
48029170500,48029110700,1.5587599863458652
48029170500,48029190503,1.6003057774233047
48029171302,48029180400,0.618583771875043
48029171302,48029171402,1.0118291247178637
48029171302,48029180300,1.1939617531738218
48029171302,48029180504,1.2926965429262087
48029171302,48029180501,1.6171044230897484
48029171401,48029171402,0.7279745334479696
48029171401,48029180504,0.7554760857738458
48029171401,48029171602,1.5270369810810573
48029171401,48029171302,1.648366451760186
48029171401,48029181602,1.6678558946967024
48029171402,48029171401,0.7279745334479696
48029171402,48029180504,0.8685057000279192
48029171402,48029171302,1.0118291247178637
48029171402,48029180400,1.5152579146406167
48029171402,48029171501,1.8896669670751476
48029171501,48029160701,0.7849440181749526
48029171501,48029171602,1.6914571933231914
48029171501,48029980100,1.7886118606581942
48029171501,48029171402,1.8896669670751476
48029171501,48029171401,1.9284926132021942
48029171602,48029171401,1.5270369810810573
48029171602,48029171501,1.6914571933231914
48029171602,48029171802,2.0316099500514326
48029171602,48029171402,2.093939135694525
48029171602,48029180504,2.2351351913455164
48029171802,48029171903,1.1964224691396343
48029171802,48029171602,2.0316099500514326
48029171802,48029980003,2.938679107398366
48029171802,48029161501,3.2778723104611305
48029171802,48029171501,3.324728104834049
48029171903,48029171802,1.1964224691396343
48029171903,48029980003,2.4670352042129946
48029171903,48029171602,3.0386202353051335
48029171903,48029181725,4.076589101209947
48029171903,48029161501,4.088175311280783
48029180300,48029180400,0.8517080822068113
48029180300,48029171302,1.1939617531738218
48029180300,48029180604,1.2759876744893737
48029180300,48029180501,1.9468226223160006
48029180300,48029170500,2.181569503189648
48029180400,48029171302,0.618583771875043
48029180400,48029180300,0.8517080822068113
48029180400,48029180501,1.2428211981669814
48029180400,48029180604,1.284871232990793
48029180400,48029180504,1.4636247989038378
48029180501,48029180400,1.2428211981669814
48029180501,48029180504,1.258850908249276
48029180501,48029180604,1.3749281283033052
48029180501,48029171302,1.6171044230897484
48029180501,48029181602,1.6957692834149725
48029180504,48029171401,0.7554760857738458
48029180504,48029171402,0.8685057000279192
48029180504,48029180501,1.258850908249276
48029180504,48029171302,1.2926965429262087
48029180504,48029181602,1.388378289742524
48029180604,48029180300,1.2759876744893737
48029180604,48029180400,1.284871232990793
48029180604,48029180501,1.3749281283033052
48029180604,48029171302,1.9030726003980647
48029180604,48029181504,2.193048121967094
48029181402,48029181504,0.916231160400757
48029181402,48029181808,1.9211654841181278
48029181402,48029180604,2.2179280978605798
48029181402,48029180501,2.958152655033135
48029181402,48029180300,3.428942951930885
48029181504,48029181402,0.916231160400757
48029181504,48029181808,2.0618509694141127
48029181504,48029180604,2.193048121967094
48029181504,48029180501,2.4761264645161543
48029181504,48029180400,3.284610803404806
48029181602,48029181725,0.7372357868971433
48029181602,48029180504,1.388378289742524
48029181602,48029171401,1.6678558946967024
48029181602,48029180501,1.6957692834149725
48029181602,48029171402,2.1863826253313867
48029181725,48029181602,0.7372357868971433
48029181725,48029180504,2.124070154513629
48029181725,48029180501,2.2953713411352803
48029181725,48029171401,2.3297067859901
48029181725,48029171602,2.7879527474925094
48029181808,48029181809,1.8150194764850174
48029181808,48029181402,1.9211654841181278
48029181808,48029181504,2.0618509694141127
48029181808,48029181820,3.1091471042040295
48029181808,48029181823,3.7289737752453633
48029181809,48029181808,1.8150194764850174
48029181809,48029181820,1.9204974923435942
48029181809,48029181823,2.0401573404295403
48029181809,48029181901,3.3457983692405047
48029181809,48029181504,3.536868627368064
48029181820,48029181823,1.2912181149206912
48029181820,48029181901,1.4283614854337616
48029181820,48029181809,1.9204974923435942
48029181820,48029181808,3.1091471042040295
48029181820,48029181402,5.001657177835089
48029181823,48029181820,1.2912181149206912
48029181823,48029181809,2.0401573404295403
48029181823,48029181901,2.213776510731707
48029181823,48029181808,3.7289737752453633
48029181823,48029181504,5.574493693340219
48029181901,48029181820,1.4283614854337616
48029181901,48029181823,2.213776510731707
48029181901,48029181809,3.3457983692405047
48029181901,48029181808,4.329961411085482
48029181901,48029181402,6.133129054435156
48029190100,48029110700,0.630950546432196
48029190100,48029190503,0.8252773961239224
48029190100,48029190504,0.8535732893043059
48029190100,48029110800,0.9374561601114167
48029190100,48029170101,0.9635824836304703
48029190200,48029110800,0.7285420075462372
48029190200,48029190503,0.9645318273258229
48029190200,48029190100,1.0839690084760982
48029190200,48029110700,1.2483809035120519
48029190200,48029192000,1.328166538251818
48029190503,48029190504,0.498666795553088
48029190503,48029190100,0.8252773961239224
48029190503,48029190200,0.9645318273258229
48029190503,48029110800,1.3552211227213502
48029190503,48029110700,1.4016197616315664
48029190504,48029190503,0.498666795553088
48029190504,48029190100,0.8535732893043059
48029190504,48029170500,1.1801968231857884
48029190504,48029190200,1.4183072051850658
48029190504,48029170101,1.4688617579198568
48029192000,48029190200,1.328166538251818
48029192000,48029111000,1.362657022691625
48029192000,48029130700,1.7782660022488057
48029192000,48029110800,1.8679139416685515
48029192000,48029190503,2.052944751652732
48029192200,48029150800,1.3326047964166627
48029192200,48029141404,2.693249047119443
48029192200,48029141200,2.705347074267185
48029192200,48029140700,2.7490086921228394
48029192200,48029140300,2.9216382362805873
48029980003,48029171903,2.4670352042129946
48029980003,48029161802,2.636224869724568
48029980003,48029171802,2.938679107398366
48029980003,48029161501,3.568768961639542
48029980003,48029161302,4.216415451028343
48029980100,48029160701,1.2448982691773454
48029980100,48029160702,1.5953259584781485
48029980100,48029171501,1.7886118606581942
48029980100,48029160902,2.0701470339232713
48029980100,48029161501,2.2915362184763755
48037010400,48037011000,3.7246249080832667
48037010400,48067950300,17.37888287360448
48037010400,48067950400,20.64112612388959
48037010400,48037011502,22.565728112054646
48037010400,48449950600,54.94230735817907
48037011000,48037010400,3.7246249080832667
48037011000,48067950300,18.174554779684765
48037011000,48037011502,18.843669168853296
48037011000,48067950400,21.355954190150438
48037011000,48449950600,52.08848407235635
48037011502,48037011000,18.843669168853296
48037011502,48037010400,22.565728112054646
48037011502,48067950300,30.41314224486257
48037011502,48067950400,32.626044336279705
48037011502,48387950500,36.396627610880586
48039660900,48039661400,6.829392329794896
48039660900,48201333800,7.387539296443904
48039660900,48201350500,7.567355813037535
48039660900,48201340100,8.669610862470575
48039660900,48201333700,8.976783253939288
48039661400,48039660900,6.829392329794896
48039661400,48201341201,11.966002479768568
48039661400,48201341100,12.133290366189188
48039661400,48201350500,12.533361103783257
48039661400,48201340100,13.570153621173327
48039664200,48039664300,2.5825862278662632
48039664200,48039661400,28.30866151805354
48039664200,48167723200,32.132506995684984
48039664200,48167723700,32.21879132073047
48039664200,48167722900,33.31805976393625
48039664300,48039664200,2.5825862278662632
48039664300,48039661400,30.88981248081423
48039664300,48167723700,34.38187995552515
48039664300,48167723200,34.419182990917314
48039664300,48167722900,35.51279570527469
48041000300,48041000500,1.7251765527539507
48041000300,48041000400,2.540943350400272
48041000300,48041000603,2.719976764962578
48041000300,48041000604,3.753336831914632
48041000300,48041001301,6.0522550843933764
48041000400,48041000500,1.8668922591587267
48041000400,48041000603,2.2726005015757114
48041000400,48041000300,2.540943350400272
48041000400,48041000604,2.7217747107377503
48041000400,48041001301,3.577247014046108
48041000500,48041000603,1.00492127944075
48041000500,48041000300,1.7251765527539507
48041000500,48041000400,1.8668922591587267
48041000500,48041000604,2.028478864375813
48041000500,48041001301,4.79486948192947
48041000603,48041000500,1.00492127944075
48041000603,48041000604,1.0643463505527373
48041000603,48041000400,2.2726005015757114
48041000603,48041000300,2.719976764962578
48041000603,48041001301,4.381486706929692
48041000604,48041000603,1.0643463505527373
48041000604,48041000500,2.028478864375813
48041000604,48041000400,2.7217747107377503
48041000604,48041000300,3.753336831914632
48041000604,48041001301,3.766110651324645
48041001301,48041001302,0.7120075011939686
48041001301,48041001701,1.7140930902953062
48041001301,48041001601,2.140868457794625
48041001301,48041001605,2.803985964083354
48041001301,48041001604,2.970827533975146
48041001302,48041001301,0.7120075011939686
48041001302,48041001701,1.064657223456272
48041001302,48041001601,1.9144187179818406
48041001302,48041001605,2.4914276285155093
48041001302,48041001604,2.5210030454456303
48041001601,48041001605,0.6955623218861338
48041001601,48041001604,1.1115031498619214
48041001601,48041002012,1.254911522971835
48041001601,48041001701,1.4792798817134887
48041001601,48041001302,1.9144187179818406
48041001604,48041001605,0.6234227442287369
48041001604,48041001803,0.9626067001308989
48041001604,48041001601,1.1115031498619214
48041001604,48041001701,1.6285700887976686
48041001604,48041002012,1.876266326119824
48041001605,48041001604,0.6234227442287369
48041001605,48041001601,0.6955623218861338
48041001605,48041002012,1.2573973843539719
48041001605,48041001803,1.3516541928783306
48041001605,48041001701,1.8098736710965206
48041001701,48041001302,1.064657223456272
48041001701,48041001601,1.4792798817134887
48041001701,48041001604,1.6285700887976686
48041001701,48041001301,1.7140930902953062
48041001701,48041001605,1.8098736710965206
48041001803,48041001604,0.9626067001308989
48041001803,48041001605,1.3516541928783306
48041001803,48041001601,2.0031995998416567
48041001803,48041002012,2.37841803620158
48041001803,48041001701,2.498283859832419
48041002012,48041001601,1.254911522971835
48041002012,48041001605,1.2573973843539719
48041002012,48041001604,1.876266326119824
48041002012,48041001803,2.37841803620158
48041002012,48041001701,2.7340475732286036
48041002013,48041001803,2.8363153838830284
48041002013,48041002014,3.2571440892940213
48041002013,48041001604,3.7032816352568823
48041002013,48041001605,3.7867056049190455
48041002013,48041002012,4.070838828209316
48041002014,48041002013,3.2571440892940213
48041002014,48041002012,3.4884525873771404
48041002014,48041001605,4.2344216691908825
48041002014,48041001803,4.331486082923902
48041002014,48041001604,4.621263558641656
48045950200,48191950500,28.420833399739358
48045950200,48153950600,40.656819384485004
48045950200,48381021802,50.791892461900225
48045950200,48381021801,51.835405578015006
48045950200,48375014500,56.477888667606464
48047950200,48249950700,9.424665656784157
48047950200,48273020400,24.89803993574372
48047950200,48273020300,26.514069184615465
48047950200,48273020200,27.91569395683506
48047950200,48249950500,35.243838267487824
48049950600,48049950800,1.7125194693430188
48049950600,48049950900,2.6885529324695874
48049950600,48049951000,2.753773542642
48049950600,48083950300,24.342920144777526
48049950600,48143950300,45.27810947444998
48049950800,48049950900,0.9868775688606799
48049950800,48049951000,1.58271313528631
48049950800,48049950600,1.7125194693430188
48049950800,48083950300,25.191554225937335
48049950800,48307950300,45.3599386448585
48049950900,48049950800,0.9868775688606799
48049950900,48049951000,1.3163419771730358
48049950900,48049950600,2.6885529324695874
48049950900,48083950300,25.86331097716602
48049950900,48307950300,44.727937615980785
48049951000,48049950900,1.3163419771730358
48049951000,48049950800,1.58271313528631
48049951000,48049950600,2.753773542642
48049951000,48083950300,26.759420362516682
48049951000,48143950300,44.97012394089021
48055960200,48055960400,4.246288309182935
48055960200,48055960700,12.68640834163499
48055960200,48187210505,15.861315032043327
48055960200,48209010304,16.37706498691299
48055960200,48209010908,16.53970836763948
48055960400,48055960200,4.246288309182935
48055960400,48209010908,12.420966901188196
48055960400,48209010304,12.819824031181495
48055960400,48187210505,13.898457755977935
48055960400,48055960700,15.79462194843244
48055960700,48055960200,12.68640834163499
48055960700,48055960400,15.79462194843244
48055960700,48177000300,16.7096940304297
48055960700,48187210505,17.64576295765869
48055960700,48187210200,21.00452585741402
48057000200,48057000400,3.874645850219337
48057000200,48469000302,24.888970330240404
48057000200,48469000301,25.686691566606925
48057000200,48321730600,26.41397383301115
48057000200,48469000100,26.79368257504422
48057000400,48057000200,3.874645850219337
48057000400,48469000302,23.06913338156911
48057000400,48469000301,23.71893139597454
48057000400,48469000100,24.98541380526337
48057000400,48321730600,30.05812206849318
48061010203,48061010601,1.3588829230397685
48061010203,48061010402,4.010414768471969
48061010203,48061011801,4.8925579379132085
48061010203,48061012001,5.007577535512519
48061010203,48061011802,5.464615358398387
48061010402,48061012001,1.3009538056973404
48061010402,48061010601,3.0983735592779453
48061010402,48061011802,3.9952837321503796
48061010402,48061010203,4.010414768471969
48061010402,48061011801,4.245110089934262
48061010601,48061010203,1.3588829230397685
48061010601,48061010402,3.0983735592779453
48061010601,48061011801,3.6035715514320263
48061010601,48061012001,3.8823463822381545
48061010601,48061011802,4.117992135311992
48061011400,48061011500,2.26657007203483
48061011400,48061011700,3.811921005557395
48061011400,48061011801,5.95636892986032
48061011400,48061012200,6.393993009753586
48061011400,48061011802,6.520338947732128
48061011500,48061011700,2.0580265530374366
48061011500,48061011400,2.26657007203483
48061011500,48061011801,4.443411351829072
48061011500,48061011802,4.746898689782262
48061011500,48061012505,6.211274499892251
48061011700,48061011500,2.0580265530374366
48061011700,48061011801,2.387321742983303
48061011700,48061011802,2.744096730918483
48061011700,48061011400,3.811921005557395
48061011700,48061010601,5.7317407831944935
48061011801,48061011802,0.9975027042230559
48061011801,48061011700,2.387321742983303
48061011801,48061010601,3.6035715514320263
48061011801,48061012001,3.806355536226326
48061011801,48061010402,4.245110089934262
48061011802,48061011801,0.9975027042230559
48061011802,48061011700,2.744096730918483
48061011802,48061012001,3.2771259375875896
48061011802,48061010402,3.9952837321503796
48061011802,48061010601,4.117992135311992
48061011901,48061011902,1.4341079395339298
48061011901,48215023000,4.336256759749706
48061011901,48061012001,5.224483206636606
48061011901,48061010402,5.52821989421969
48061011901,48215022900,7.044136166553004
48061011902,48061011901,1.4341079395339298
48061011902,48215023000,4.359458777563232
48061011902,48061012001,5.279624297706568
48061011902,48061010402,5.897975312777318
48061011902,48215022900,7.195175191658865
48061012001,48061010402,1.3009538056973404
48061012001,48061011802,3.2771259375875896
48061012001,48061011801,3.806355536226326
