,CensusTract,State,County,LALOWI1_20,GEOID,INTPTLAT,INTPTLON,LAT,LON
248,48113015000,Texas,Dallas,1039.83994349819,48113015000,+32.7992264,-096.9278620,32.7992264,-96.927862
249,48113015100,Texas,Dallas,1552.00468336418,48113015100,+32.7957679,-096.9501420,32.7957679,-96.950142
250,48113015303,Texas,Dallas,1318.49181246757,48113015303,+32.8073330,-097.0252147,32.807333,-97.0252147
251,48113015304,Texas,Dallas,1816.99121380659,48113015304,+32.7852499,-097.0060890,32.7852499,-97.006089
252,48113015403,Texas,Dallas,407.958083152771,48113015403,+32.7554027,-097.0242418,32.7554027,-97.0242418
253,48113015404,Texas,Dallas,861.898547649383,48113015404,+32.7473140,-097.0277584,32.747314,-97.0277584
254,48113015700,Texas,Dallas,445.265296399593,48113015700,+32.7586170,-096.9661785,32.758617,-96.9661785
255,48113015800,Texas,Dallas,1456.92422807763,48113015800,+32.7570443,-096.9434900,32.7570443,-96.94349
256,48113016100,Texas,Dallas,727.233613088727,48113016100,+32.7254930,-097.0252023,32.725493,-97.0252023
257,48113016408,Texas,Dallas,449.718169164843,48113016408,+32.6953623,-096.9917520,32.6953623,-96.991752
258,48113016511,Texas,Dallas,1905.42416078969,48113016511,+32.6256814,-096.9474922,32.6256814,-96.9474922
259,48113016520,Texas,Dallas,3092.63398203272,48113016520,+32.7036698,-096.9232763,32.7036698,-96.9232763
260,48113016605,Texas,Dallas,2203.44982833042,48113016605,+32.6366306,-096.8482482,32.6366306,-96.8482482
261,48113016611,Texas,Dallas,1052.17279937956,48113016611,+32.5823059,-096.8384144,32.5823059,-96.8384144
262,48113016621,Texas,Dallas,1579.35648281127,48113016621,+32.5684300,-096.8418953,32.56843,-96.8418953
263,48113016626,Texas,Dallas,285.992840658873,48113016626,+32.5841297,-096.9420749,32.5841297,-96.9420749
264,48113016701,Texas,Dallas,3593.53700675303,48113016701,+32.6566462,-096.7737673,32.6566462,-96.7737673
265,48113016703,Texas,Dallas,2909.3051707817,48113016703,+32.6298669,-096.7788431,32.6298669,-96.7788431
266,48113016704,Texas,Dallas,990.090336756631,48113016704,+32.6171958,-096.7758945,32.6171958,-96.7758945
267,48113016903,Texas,Dallas,2969.64181733058,48113016903,+32.5891919,-096.6664144,32.5891919,-96.6664144
268,48113017004,Texas,Dallas,2399.71803636097,48113017004,+32.6857860,-096.5800991,32.685786,-96.5800991
269,48113017101,Texas,Dallas,1354.50200784695,48113017101,+32.6957713,-096.6036327,32.6957713,-96.6036327
270,48113017602,Texas,Dallas,2163.31891275756,48113017602,+32.7708888,-096.6407031,32.7708888,-96.6407031
271,48113017605,Texas,Dallas,534.04057765007,48113017605,+32.7545286,-096.6441888,32.7545286,-96.6441888
272,48113017703,Texas,Dallas,512.012878894805,48113017703,+32.7857603,-096.6171472,32.7857603,-96.6171472
273,48113017805,Texas,Dallas,2450.99070008657,48113017805,+32.7869383,-096.6473624,32.7869383,-96.6473624
274,48113018001,Texas,Dallas,263.759670842438,48113018001,+32.8335679,-096.6446373,32.8335679,-96.6446373
275,48113018105,Texas,Dallas,1370.60896441712,48113018105,+32.9196573,-096.6209196,32.9196573,-96.6209196
276,48113018126,Texas,Dallas,217.58375535882,48113018126,+32.8587846,-096.6299976,32.8587846,-96.6299976
277,48113018130,Texas,Dallas,1578.00179871718,48113018130,+32.8361978,-096.6257805,32.8361978,-96.6257805
278,48113018141,Texas,Dallas,1644.75132501963,48113018141,+32.8643822,-096.5397269,32.8643822,-96.5397269
279,48113018203,Texas,Dallas,1489.17626820504,48113018203,+32.9022010,-096.6062922,32.902201,-96.6062922
280,48113018205,Texas,Dallas,766.949227433651,48113018205,+32.8887332,-096.6158652,32.8887332,-96.6158652
281,48113019029,Texas,Dallas,513.731025457382,48113019029,+32.9480766,-096.6664610,32.9480766,-96.666461
282,48113020100,Texas,Dallas,1198.84987698681,48113020100,+32.8211903,-096.9125532,32.8211903,-96.9125532
283,48113020200,Texas,Dallas,2781.98392998619,48113020200,+32.6855277,-096.7107028,32.6855277,-96.7107028
284,48113020400,Texas,Dallas,1126.34846941814,48113020400,+32.7717084,-096.7911232,32.7717084,-96.7911232
285,48113020500,Texas,Dallas,737.469420932233,48113020500,+32.7818987,-096.8633102,32.7818987,-96.8633102
286,48115950402,Texas,Dawson,1417.68900605627,48115950402,+32.7116702,-101.9935199,32.7116702,-101.9935199
287,48115950500,Texas,Dawson,576.292651122437,48115950500,+32.7276362,-101.9602477,32.7276362,-101.9602477
288,48117950500,Texas,Deaf Smith,506.743840966097,48117950500,+34.8136010,-102.3993337,34.813601,-102.3993337
289,48121020503,Texas,Denton,803.867195207625,48121020503,+33.2455592,-097.1250549,33.2455592,-97.1250549
290,48121020601,Texas,Denton,573.075672745741,48121020601,+33.2274539,-097.1207871,33.2274539,-97.1207871
291,48121020602,Texas,Denton,3554.2427420651,48121020602,+33.2227233,-097.1002930,33.2227233,-97.100293
292,48121020800,Texas,Denton,820.623470619531,48121020800,+33.1983430,-097.1797465,33.198343,-97.1797465
293,48121021201,Texas,Denton,390.239526295161,48121021201,+33.2001255,-097.0990530,33.2001255,-97.099053
294,48121021202,Texas,Denton,1075.40302205458,48121021202,+33.2037782,-097.1181245,33.2037782,-97.1181245
295,48121021616,Texas,Denton,208.885176181793,48121021616,+33.0064460,-096.8638802,33.006446,-96.8638802
296,48133950300,Texas,Eastland,476.794788917441,48133950300,+32.3922949,-099.0140210,32.3922949,-99.014021
297,48135000300,Texas,Ector,676.322320251259,48135000300,+31.9070199,-102.3836640,31.9070199,-102.383664
298,48135000500,Texas,Ector,203.003244696708,48135000500,+31.8918823,-102.3789905,31.8918823,-102.3789905
299,48139060400,Texas,Ellis,947.687522967067,48139060400,+32.3607682,-096.8256498,32.3607682,-96.8256498
300,48139060500,Texas,Ellis,988.619629986726,48139060500,+32.3874699,-096.8603322,32.3874699,-96.8603322
301,48139061500,Texas,Ellis,870.7385771082,48139061500,+32.3070789,-096.6320195,32.3070789,-96.6320195
302,48139061600,Texas,Ellis,1873.84157331468,48139061600,+32.3452515,-096.6160048,32.3452515,-96.6160048
303,48141000107,Texas,El Paso,2344.44351283647,48141000107,+31.9206798,-106.4147125,31.9206798,-106.4147125
304,48141000108,Texas,El Paso,1183.61682142503,48141000108,+31.9196203,-106.4013581,31.9196203,-106.4013581
305,48141000204,Texas,El Paso,318.76294055581,48141000204,+31.8896868,-106.4004849,31.8896868,-106.4004849
306,48141000206,Texas,El Paso,300.145219564903,48141000206,+31.8743006,-106.4153585,31.8743006,-106.4153585
307,48141000207,Texas,El Paso,1917.87085491906,48141000207,+31.9037320,-106.3965237,31.903732,-106.3965237
308,48141000208,Texas,El Paso,2116.79346678219,48141000208,+31.9180554,-106.3860004,31.9180554,-106.3860004
309,48141000302,Texas,El Paso,641.580849647521,48141000302,+31.8618680,-106.4175432,31.861868,-106.4175432
310,48141000900,Texas,El Paso,474.113703347742,48141000900,+31.8022909,-106.4769329,31.8022909,-106.4769329
311,48141001111,Texas,El Paso,1987.47612620496,48141001111,+31.8278600,-106.5014845,31.82786,-106.5014845
312,48141001115,Texas,El Paso,1061.15223864465,48141001115,+31.8072248,-106.5123973,31.8072248,-106.5123973
313,48141001400,Texas,El Paso,459.648149494081,48141001400,+31.7881256,-106.5215230,31.7881256,-106.521523
314,48141001600,Texas,El Paso,1557.27511908113,48141001600,+31.7638388,-106.4976276,31.7638388,-106.4976276
315,48141002500,Texas,El Paso,346.874516271986,48141002500,+31.7919505,-106.4403613,31.7919505,-106.4403613
316,48141003402,Texas,El Paso,615.08004155755,48141003402,+31.7926198,-106.4021705,31.7926198,-106.4021705
317,48141003602,Texas,El Paso,987.167901132255,48141003602,+31.7547941,-106.4083087,31.7547941,-106.4083087
318,48141003702,Texas,El Paso,495.117438286542,48141003702,+31.7409899,-106.3827659,31.7409899,-106.3827659
319,48141003801,Texas,El Paso,1421.96999873407,48141003801,+31.7272563,-106.3711804,31.7272563,-106.3711804
320,48141003803,Texas,El Paso,893.860173394059,48141003803,+31.7155880,-106.3592830,31.715588,-106.359283
321,48141003804,Texas,El Paso,1349.41613257303,48141003804,+31.7125369,-106.3503500,31.7125369,-106.35035
322,48141003903,Texas,El Paso,1247.09197235107,48141003903,+31.6912577,-106.3406697,31.6912577,-106.3406697
323,48141004003,Texas,El Paso,581.100570999667,48141004003,+31.7041133,-106.2998459,31.7041133,-106.2998459
324,48141004103,Texas,El Paso,1113.51351420208,48141004103,+31.7224797,-106.3213319,31.7224797,-106.3213319
325,48141004310,Texas,El Paso,611.225249107927,48141004310,+31.7931180,-106.3454208,31.793118,-106.3454208
326,48141010102,Texas,El Paso,508.587156490888,48141010102,+31.8166050,-106.4189690,31.816605,-106.418969
327,48141010203,Texas,El Paso,1690.94519947216,48141010203,+31.9867309,-106.5986342,31.9867309,-106.5986342
328,48141010216,Texas,El Paso,1155.44767919369,48141010216,+31.8872421,-106.5890959,31.8872421,-106.5890959
329,48141010316,Texas,El Paso,358.07460451126,48141010316,+31.7769372,-106.3171015,31.7769372,-106.3171015
330,48141010322,Texas,El Paso,1806.8274077475,48141010322,+31.7972302,-106.2936258,31.7972302,-106.2936258
331,48141010325,Texas,El Paso,543.735224425792,48141010325,+31.7987223,-106.2763572,31.7987223,-106.2763572
332,48141010333,Texas,El Paso,2616.07601699838,48141010333,+31.6687860,-106.1654779,31.668786,-106.1654779
333,48141010339,Texas,El Paso,2858.81999488778,48141010339,+31.8261423,-106.2555180,31.8261423,-106.255518
334,48141010345,Texas,El Paso,5043.08714078299,48141010345,+31.6843112,-106.2391057,31.6843112,-106.2391057
335,48141010346,Texas,El Paso,1854.89723115274,48141010346,+31.6708024,-106.2605134,31.6708024,-106.2605134
336,48141010347,Texas,El Paso,1870.70153588235,48141010347,+31.6259190,-106.2287675,31.625919,-106.2287675
337,48141010401,Texas,El Paso,853.32398103478,48141010401,+31.6416382,-106.2892959,31.6416382,-106.2892959
338,48141010404,Texas,El Paso,2827.51457735056,48141010404,+31.6063196,-106.2421440,31.6063196,-106.242144
339,48141010405,Texas,El Paso,4707.25379932344,48141010405,+31.6117356,-106.2844381,31.6117356,-106.2844381
340,48141010406,Texas,El Paso,3903.80475979443,48141010406,+31.5791923,-106.2756149,31.5791923,-106.2756149
341,48141010407,Texas,El Paso,5390.85126908496,48141010407,+31.5886596,-106.2626396,31.5886596,-106.2626396
342,48141010408,Texas,El Paso,699.917052663775,48141010408,+31.6425450,-106.2695275,31.642545,-106.2695275
343,48141010409,Texas,El Paso,466.131975159049,48141010409,+31.6607877,-106.2851405,31.6607877,-106.2851405
344,48141010505,Texas,El Paso,457.141710415067,48141010505,+31.4659808,-106.1543212,31.4659808,-106.1543212
345,48143950300,Texas,Erath,1011.41494203897,48143950300,+32.1080916,-098.3642916,32.1080916,-98.3642916
346,48143950400,Texas,Erath,752.159568488165,48143950400,+32.2092457,-098.2358780,32.2092457,-98.235878
347,48143950500,Texas,Erath,2985.39095777154,48143950500,+32.2406455,-098.1964589,32.2406455,-98.1964589
348,48143950600,Texas,Erath,1037.14900967903,48143950600,+32.2142467,-098.1830872,32.2142467,-98.1830872
349,48145000300,Texas,Falls,425.21090677753,48145000300,+31.3189459,-096.8991170,31.3189459,-96.899117
350,48147950401,Texas,Fannin,544.720188662002,48147950401,+33.5825513,-096.2081891,33.5825513,-96.2081891
351,48147950402,Texas,Fannin,1791.50713519098,48147950402,+33.6139847,-096.1948330,33.6139847,-96.194833
352,48153950600,Texas,Floyd,232.305610314226,48153950600,+33.9417578,-101.2985920,33.9417578,-101.298592
353,48155950100,Texas,Foard,494.713184920238,48155950100,+33.9633063,-099.8168285,33.9633063,-99.8168285
354,48157670101,Texas,Fort Bend,311.345677279867,48157670101,+29.5883002,-095.4549394,29.5883002,-95.4549394
355,48157670400,Texas,Fort Bend,2071.26227391572,48157670400,+29.6102297,-095.5012016,29.6102297,-95.5012016
356,48157670602,Texas,Fort Bend,756.276420168578,48157670602,+29.5897531,-095.5019698,29.5897531,-95.5019698
357,48157672002,Texas,Fort Bend,556.154977282509,48157672002,+29.6429500,-095.5904388,29.64295,-95.5904388
358,48157672601,Texas,Fort Bend,2556.26451019197,48157672601,+29.6967094,-095.6778891,29.6967094,-95.6778891
359,48157674800,Texas,Fort Bend,940.087333265692,48157674800,+29.5665590,-095.7717832,29.566559,-95.7717832
360,48157674900,Texas,Fort Bend,3854.82069047272,48157674900,+29.5943288,-095.7707429,29.5943288,-95.7707429
361,48157675000,Texas,Fort Bend,272.912692370824,48157675000,+29.5655932,-095.7923687,29.5655932,-95.7923687
362,48157675200,Texas,Fort Bend,932.320288225775,48157675200,+29.5429920,-095.7955779,29.542992,-95.7955779
363,48157675300,Texas,Fort Bend,3581.15208326652,48157675300,+29.5436226,-095.8255711,29.5436226,-95.8255711
364,48163950200,Texas,Frio,1194.67211769026,48163950200,+28.9552100,-099.2485638,28.95521,-99.2485638
365,48163950300,Texas,Frio,1025.79760940788,48163950300,+28.7244583,-099.2685984,28.7244583,-99.2685984
366,48167721100,Texas,Galveston,2118.63785923659,48167721100,+29.4840071,-095.0248681,29.4840071,-95.0248681
367,48167721600,Texas,Galveston,520.482663355229,48167721600,+29.5310822,-095.0093368,29.5310822,-95.0093368
368,48167721700,Texas,Galveston,212.40338904452,48167721700,+29.4908334,-094.9817347,29.4908334,-94.9817347
369,48167721800,Texas,Galveston,2007.81324321793,48167721800,+29.4822185,-094.9438025,29.4822185,-94.9438025
370,48167722700,Texas,Galveston,1024.41805335506,48167722700,+29.3867309,-094.9893812,29.3867309,-94.9893812
371,48167722800,Texas,Galveston,835.21602853015,48167722800,+29.3657666,-094.9646367,29.3657666,-94.9646367
372,48167722900,Texas,Galveston,683.719961027614,48167722900,+29.3632625,-094.9800379,29.3632625,-94.9800379
373,48167723000,Texas,Galveston,364.95019115135,48167723000,+29.3738058,-094.9867100,29.3738058,-94.98671
374,48167723200,Texas,Galveston,1331.12827635277,48167723200,+29.3727818,-095.0231960,29.3727818,-95.023196
375,48167723700,Texas,Galveston,1260.08438757229,48167723700,+29.3437883,-094.9829223,29.3437883,-94.9829223
376,48167724000,Texas,Galveston,793.698046816178,48167724000,+29.3510179,-094.8235860,29.3510179,-94.823586
377,48167724101,Texas,Galveston,258.287212539464,48167724101,+29.3253980,-094.7570946,29.325398,-94.7570946
378,48167726200,Texas,Galveston,697.943096548522,48167726200,+29.3584093,-094.9155031,29.3584093,-94.9155031
379,48177000300,Texas,Gonzales,496.985035073041,48177000300,+29.5111781,-097.4403577,29.5111781,-97.4403577
380,48179950800,Texas,Gray,401.000802565366,48179950800,+35.5232727,-100.9716150,35.5232727,-100.971615
381,48181000400,Texas,Grayson,561.791989081597,48181000400,+33.7697304,-096.5787063,33.7697304,-96.5787063
382,48181000501,Texas,Grayson,596.163462671916,48181000501,+33.7700252,-096.5373757,33.7700252,-96.5373757
383,48181000700,Texas,Grayson,828.694917252287,48181000700,+33.7372317,-096.5460897,33.7372317,-96.5460897
384,48181000902,Texas,Grayson,573.198951117738,48181000902,+33.6843326,-096.6119226,33.6843326,-96.6119226
385,48181001400,Texas,Grayson,639.939405940069,48181001400,+33.6665611,-096.5702982,33.6665611,-96.5702982
386,48181001500,Texas,Grayson,2615.97459626434,48181001500,+33.6199259,-096.5848798,33.6199259,-96.5848798
387,48181002000,Texas,Grayson,867.359438732266,48181002000,+33.6365430,-096.6056726,33.636543,-96.6056726
388,48183000800,Texas,Gregg,2463.52064112992,48183000800,+32.5231287,-094.8148057,32.5231287,-94.8148057
389,48183000900,Texas,Gregg,915.171987657784,48183000900,+32.4935373,-094.7869796,32.4935373,-94.7869796
390,48183001100,Texas,Gregg,749.737973146606,48183001100,+32.4942064,-094.7219162,32.4942064,-94.7219162
391,48183001200,Texas,Gregg,358.137159277219,48183001200,+32.4783016,-094.7184689,32.4783016,-94.7184689
392,48183001400,Texas,Gregg,846.777084011584,48183001400,+32.4447142,-094.7351828,32.4447142,-94.7351828
393,48183001500,Texas,Gregg,1998.33344270288,48183001500,+32.4623346,-094.7151228,32.4623346,-94.7151228
394,48183010301,Texas,Gregg,547.764634393226,48183010301,+32.5508043,-094.8205329,32.5508043,-94.8205329
395,48183010700,Texas,Gregg,658.218768137448,48183010700,+32.3908445,-094.8810958,32.3908445,-94.8810958
396,48187210200,Texas,Guadalupe,2969.4169464369,48187210200,+29.5850969,-097.9756646,29.5850969,-97.9756646
397,48187210300,Texas,Guadalupe,3101.85204064275,48187210300,+29.5655569,-097.9763804,29.5655569,-97.9763804
398,48187210505,Texas,Guadalupe,2840.61277231848,48187210505,+29.8070290,-097.8958201,29.807029,-97.8958201
399,48191950500,Texas,Hall,260.681975641014,48191950500,+34.5024250,-100.7074570,34.502425,-100.707457
400,48193950300,Texas,Hamilton,321.732438575957,48193950300,+31.7073342,-098.1118267,31.7073342,-98.1118267
401,48199030700,Texas,Hardin,627.00952169017,48199030700,+30.3111510,-094.1349119,30.311151,-94.1349119
402,48199030800,Texas,Hardin,1013.66636131882,48199030800,+30.3540205,-094.2137524,30.3540205,-94.2137524
403,48201211100,Texas,Harris,1025.50951965153,48201211100,+29.7870751,-095.3320395,29.7870751,-95.3320395
404,48201211300,Texas,Harris,1580.54169199243,48201211300,+29.7774400,-095.3274089,29.77744,-95.3274089
405,48201211400,Texas,Harris,310.597804682562,48201211400,+29.7657514,-095.3282383,29.7657514,-95.3282383
406,48201211500,Texas,Harris,1023.51331354677,48201211500,+29.7666660,-095.2968872,29.766666,-95.2968872
407,48201211700,Texas,Harris,684.239769935607,48201211700,+29.7965959,-095.3043165,29.7965959,-95.3043165
408,48201212500,Texas,Harris,2168.47807399183,48201212500,+29.7520836,-095.2767055,29.7520836,-95.2767055
409,48201221100,Texas,Harris,391.305417580297,48201221100,+29.8600550,-095.3546869,29.860055,-95.3546869
410,48201221300,Texas,Harris,781.970059689134,48201221300,+29.8523942,-095.3727789,29.8523942,-95.3727789
411,48201221600,Texas,Harris,1240.36030787229,48201221600,+29.8792764,-095.4010173,29.8792764,-95.4010173
412,48201221700,Texas,Harris,556.906566947698,48201221700,+29.8802933,-095.3785580,29.8802933,-95.378558
413,48201222300,Texas,Harris,1003.44855502247,48201222300,+29.8960708,-095.3514044,29.8960708,-95.3514044
414,48201222401,Texas,Harris,1410.91386222094,48201222401,+29.9005904,-095.3964095,29.9005904,-95.3964095
415,48201222402,Texas,Harris,3040.67011231463,48201222402,+29.9111919,-095.3889136,29.9111919,-95.3889136
416,48201222502,Texas,Harris,352.445769965648,48201222502,+29.9253874,-095.3885445,29.9253874,-95.3885445
417,48201222700,Texas,Harris,715.237781874137,48201222700,+29.9343495,-095.3357257,29.9343495,-95.3357257
418,48201222800,Texas,Harris,1988.62467132415,48201222800,+29.9234175,-095.3657928,29.9234175,-95.3657928
419,48201222900,Texas,Harris,1106.85830738581,48201222900,+29.9142916,-095.3450125,29.9142916,-95.3450125
420,48201230200,Texas,Harris,955.196317620575,48201230200,+29.8199173,-095.3073371,29.8199173,-95.3073371
421,48201230300,Texas,Harris,650.695416480302,48201230300,+29.8347332,-095.3127198,29.8347332,-95.3127198
422,48201230400,Texas,Harris,345.996744304895,48201230400,+29.8305778,-095.3252070,29.8305778,-95.325207
423,48201230800,Texas,Harris,445.953312635421,48201230800,+29.8398272,-095.2937237,29.8398272,-95.2937237
424,48201230900,Texas,Harris,713.043742752459,48201230900,+29.8182010,-095.2826340,29.818201,-95.282634
425,48201231000,Texas,Harris,1381.72981484903,48201231000,+29.8401714,-095.2786836,29.8401714,-95.2786836
426,48201231200,Texas,Harris,1923.45872338535,48201231200,+29.8750343,-095.2473206,29.8750343,-95.2473206
427,48201231300,Texas,Harris,854.658481648191,48201231300,+29.8582183,-095.2726329,29.8582183,-95.2726329
428,48201231900,Texas,Harris,422.037146181799,48201231900,+29.8790503,-095.2745459,29.8790503,-95.2745459
429,48201232401,Texas,Harris,2363.91047246567,48201232401,+29.8214889,-095.1918610,29.8214889,-95.191861
430,48201232403,Texas,Harris,1808.84871280565,48201232403,+29.8091004,-095.2052588,29.8091004,-95.2052588
431,48201232500,Texas,Harris,1519.89469172083,48201232500,+29.8059908,-095.2502743,29.8059908,-95.2502743
432,48201232701,Texas,Harris,747.354493141174,48201232701,+29.7886493,-095.2278273,29.7886493,-95.2278273
433,48201233300,Texas,Harris,372.732637099921,48201233300,+29.7542552,-095.2006244,29.7542552,-95.2006244
434,48201233600,Texas,Harris,817.481900878017,48201233600,+29.7564963,-095.2608640,29.7564963,-95.260864
435,48201233703,Texas,Harris,709.292889714241,48201233703,+29.7434920,-095.2215425,29.743492,-95.2215425
436,48201240400,Texas,Harris,1917.87203822353,48201240400,+29.9870837,-095.3729756,29.9870837,-95.3729756
437,48201240702,Texas,Harris,4377.64892196469,48201240702,+29.9802287,-095.4059104,29.9802287,-95.4059104
438,48201240801,Texas,Harris,936.369721829891,48201240801,+30.0304930,-095.4173907,30.030493,-95.4173907
439,48201241500,Texas,Harris,3690.72220980669,48201241500,+29.9602383,-095.3195223,29.9602383,-95.3195223
440,48201250600,Texas,Harris,1628.70885628461,48201250600,+29.9856552,-095.2467600,29.9856552,-95.24676
441,48201252200,Texas,Harris,2406.85885196237,48201252200,+29.8329284,-095.1490398,29.8329284,-95.1490398
442,48201252500,Texas,Harris,681.639441361476,48201252500,+29.7661133,-095.1281275,29.7661133,-95.1281275
443,48201252600,Texas,Harris,2711.81945937438,48201252600,+29.8281211,-095.0956728,29.8281211,-95.0956728
444,48201253400,Texas,Harris,433.90410119947,48201253400,+29.7559128,-095.0170173,29.7559128,-95.0170173
445,48201253500,Texas,Harris,704.38922008004,48201253500,+29.7796146,-095.0042399,29.7796146,-95.0042399
446,48201253800,Texas,Harris,945.396241563837,48201253800,+29.7664280,-094.9479552,29.766428,-94.9479552
447,48201254200,Texas,Harris,981.539080567425,48201254200,+29.7287156,-094.9645049,29.7287156,-94.9645049
448,48201254400,Texas,Harris,1845.62644412368,48201254400,+29.7264985,-094.9771664,29.7264985,-94.9771664
449,48201254500,Texas,Harris,725.063787503167,48201254500,+29.7308051,-094.9976559,29.7308051,-94.9976559
450,48201254600,Texas,Harris,1711.31687185815,48201254600,+29.7151396,-095.0110863,29.7151396,-95.0110863
451,48201310100,Texas,Harris,842.916189596056,48201310100,+29.7547757,-095.3429694,29.7547757,-95.3429694
452,48201310400,Texas,Harris,819.816495571285,48201310400,+29.7514647,-095.3287113,29.7514647,-95.3287113
453,48201311100,Texas,Harris,1143.6791423927,48201311100,+29.7332048,-095.2862683,29.7332048,-95.2862683
454,48201312000,Texas,Harris,1141.151054129,48201312000,+29.7152476,-095.3523901,29.7152476,-95.3523901
455,48201312800,Texas,Harris,1127.2411661446,48201312800,+29.7219583,-095.3579408,29.7219583,-95.3579408
456,48201312900,Texas,Harris,484.353148028254,48201312900,+29.7140414,-095.3624725,29.7140414,-95.3624725
457,48201313300,Texas,Harris,283.699406862258,48201313300,+29.7045424,-095.3355622,29.7045424,-95.3355622
458,48201320500,Texas,Harris,390.09353506565,48201320500,+29.6991881,-095.2440992,29.6991881,-95.2440992
459,48201321200,Texas,Harris,890.895913065411,48201321200,+29.6369249,-095.2004177,29.6369249,-95.2004177
460,48201322600,Texas,Harris,621.887112677097,48201322600,+29.6987606,-095.1561927,29.6987606,-95.1561927
461,48201323900,Texas,Harris,2044.61594479903,48201323900,+29.6744801,-095.1649829,29.6744801,-95.1649829
462,48201324200,Texas,Harris,1163.76949845999,48201324200,+29.7120023,-095.2487938,29.7120023,-95.2487938
463,48201330100,Texas,Harris,4362.01076914649,48201330100,+29.6344964,-095.4202061,29.6344964,-95.4202061
464,48201330200,Texas,Harris,796.797495961189,48201330200,+29.6346800,-095.4536450,29.63468,-95.453645
465,48201330301,Texas,Harris,1869.10642907209,48201330301,+29.6371105,-095.4717690,29.6371105,-95.471769
466,48201330302,Texas,Harris,2126.9464186388,48201330302,+29.6155676,-095.4760199,29.6155676,-95.4760199
467,48201330303,Texas,Harris,932.804820428602,48201330303,+29.6265735,-095.4983015,29.6265735,-95.4983015
468,48201330400,Texas,Harris,756.074935026466,48201330400,+29.6160441,-095.4544704,29.6160441,-95.4544704
469,48201330500,Texas,Harris,477.456937015056,48201330500,+29.6225436,-095.4304614,29.6225436,-95.4304614
470,48201330900,Texas,Harris,2785.87164616328,48201330900,+29.6105285,-095.4031606,29.6105285,-95.4031606
471,48201331100,Texas,Harris,896.353498892858,48201331100,+29.6750452,-095.3691988,29.6750452,-95.3691988
472,48201331200,Texas,Harris,595.244409307837,48201331200,+29.6635175,-095.3705233,29.6635175,-95.3705233
473,48201331300,Texas,Harris,1879.88810780027,48201331300,+29.6465413,-095.3784722,29.6465413,-95.3784722
474,48201331500,Texas,Harris,1128.32609183985,48201331500,+29.6315758,-095.3720536,29.6315758,-95.3720536
475,48201331601,Texas,Harris,503.820837154984,48201331601,+29.6283281,-095.3481552,29.6283281,-95.3481552
476,48201332300,Texas,Harris,1094.77584579586,48201332300,+29.6665461,-095.3234948,29.6665461,-95.3234948
477,48201332400,Texas,Harris,1075.43079156428,48201332400,+29.6581951,-095.3305738,29.6581951,-95.3305738
478,48201332500,Texas,Harris,1098.98875952395,48201332500,+29.6647618,-095.3076091,29.6647618,-95.3076091
479,48201332600,Texas,Harris,566.389376446604,48201332600,+29.6749892,-095.3068102,29.6749892,-95.3068102
480,48201333700,Texas,Harris,745.666837256401,48201333700,+29.6350072,-095.2943137,29.6350072,-95.2943137
481,48201333800,Texas,Harris,2667.66901772841,48201333800,+29.6121927,-095.2837799,29.6121927,-95.2837799
482,48201334100,Texas,Harris,2598.59010115791,48201334100,+29.6545097,-095.4137206,29.6545097,-95.4137206
483,48201340100,Texas,Harris,1823.07411954551,48201340100,+29.5940423,-095.1839995,29.5940423,-95.1839995
484,48201341100,Texas,Harris,362.512247432023,48201341100,+29.5399644,-095.1254181,29.5399644,-95.1254181
485,48201341201,Texas,Harris,2074.89322207379,48201341201,+29.5257842,-095.1129302,29.5257842,-95.1129302
486,48201341301,Texas,Harris,486.156844452023,48201341301,+29.5706402,-095.0924781,29.5706402,-95.0924781
487,48201342200,Texas,Harris,226.478643298149,48201342200,+29.6735514,-095.1465361,29.6735514,-95.1465361
488,48201343700,Texas,Harris,498.972946048714,48201343700,+29.6374126,-095.0618101,29.6374126,-95.0618101
489,48201350500,Texas,Harris,691.090124517679,48201350500,+29.5816669,-095.1957301,29.5816669,-95.1957301
490,48201420500,Texas,Harris,467.445473313331,48201420500,+29.6485897,-095.4713124,29.6485897,-95.4713124
491,48201440100,Texas,Harris,1621.82574147205,48201440100,+29.6433129,-095.5481537,29.6433129,-95.5481537
492,48201451901,Texas,Harris,1027.68494975566,48201451901,+29.7219545,-095.6091863,29.7219545,-95.6091863
493,48201452300,Texas,Harris,359.367862701416,48201452300,+29.7078193,-095.5654888,29.7078193,-95.5654888
494,48201453900,Texas,Harris,1158.21959584951,48201453900,+29.6833279,-095.6268267,29.6833279,-95.6268267
495,48201454302,Texas,Harris,1120.7868008227,48201454302,+29.7153445,-095.6704786,29.7153445,-95.6704786
496,48201521600,Texas,Harris,1317.7752588448,48201521600,+29.8431718,-095.5325591,29.8431718,-95.5325591
497,48201521700,Texas,Harris,489.877375294367,48201521700,+29.8538289,-095.5249231,29.8538289,-95.5249231
498,48201521800,Texas,Harris,1511.38334289926,48201521800,+29.8564075,-095.5543015,29.8564075,-95.5543015
499,48201531800,Texas,Harris,967.490604400634,48201531800,+29.8530673,-095.4359660,29.8530673,-95.435966
500,48201531900,Texas,Harris,2259.6835328564,48201531900,+29.8529494,-095.4499189,29.8529494,-95.4499189
501,48201532600,Texas,Harris,1856.93832193315,48201532600,+29.8915257,-095.4892440,29.8915257,-95.489244
